id,text,mes_date,views,mes_title,mes_description
1214,"🔹IT аналитик
🔹Бизнес-аналитик
в новый fintech-стартап Антона Максимова, ex-CPO REVO Technology.
Москва.
Подробнее в посте Антона https://is.gd/Vtyd9k
#businessanalyst #analyst #вакансия #москва",2019-10-15 08:01:05+00:00,493.0,None,None
1213,"Вакансии в FoodPlex
🔹Data Engineer
🔹Data Analyst
Foodplex — цифровая платформа, в которую объединились платформа ресторанной лояльности и мобильных платежей Plazius, медиасервис и система бронирования «Афиша-Рестораны» и лидер рынка автоматизации ресторанов — UCS.
Москва.
Откликаться на GeekJob.ru
#junior #middle #analyst #dataengineer #вакансия #москва",2019-10-14 14:01:04+00:00,832.0,None,None
1212,"​​❓Что нужно делать, чтобы зарабатывать в два раза больше?
❓Куда лучше пойти работать, чтобы стать востребованным продактом?
❓Как в перспективе пяти лет подготовиться и реализовать план по релокейту?
❓Можно ли перейти в Диджитал из другой сферы, не меняя профессию?
❓Какие скиллы лучше всего качать в data science?
❓Из найма в свое дело и обратно.

Это — примеры вопросов, которые волнуют многих.

Мы в New.HR постоянно сталкиваемся с запросом на личное консультирование. Раньше у нас был небольшой, но хороший список консультантов, к которым мы всех отравляли. Но, во-первых, часть этих прекрасных консультантов уже не работает в формате face-to-face, а во-вторых, количество запросов все растет.

Поэтому, мы решили сделать список нормальных карьерных консультантов, желательно тех, кто специализируется на карьере в IT&Digital.

И мы хотим узнать ваши рекомендации.
Напишите, пожалуйста, кто вам лично был полезен? Кого вы можете порекомендовать? Вот специальная ссылка для этого: https://is.gd/avNAte
Если вы сами по себе — карьерный консультант, тоже напишите про себя, пожалуйста. Особенно интересуют те консультанты, которые специализируются на карьере в IT&Digital.

Мы составим единый список и выложим в открытый доступ, опубликуем тут и будем дополнять.

P.S.
А если вы из ИТ или Диджитала и прямо сейчас ищите работу, приходите к нам на GeekJob.ru 😍 У нас можно искать работу без палева 🤞",2019-10-14 10:01:05+00:00,941.0,,
1211,"Системный аналитик
в OpenDev — компания, ориентированная на разработку веб и мобильных приложений, также проводит аналитику и тестирование.
Москва.
Описание вакансии https://is.gd/O29ccE
Откликаться на GeekJob.ru
#systemsanalyst #analyst #вакансия #москва",2019-10-14 08:01:04+00:00,920.0,None,None
1210,"Head of Data Science
в Profi.ru — IT-компания, разрабатывающая рекомендательный сервис по подбору частных специалистов.
Москва.
Описание вакансии https://is.gd/eF0dw1
Ищут Оксана Дружинина и Егор Руди.
Откликаться на сайте компании.
#analyst #datascientist #headofdatascience #вакансия #москва",2019-10-11 14:01:07+00:00,1558.0,None,None
1209,"Product Analyst
в МегаФон Бизнес.
Москва.
Описание вакансии https://is.gd/enr8aB
Ищет Арслан Разыков, его пост https://is.gd/IRUAf0
Откликаться ему в личку или на arazykov@megalabs.ru
#analyst #productanalyst #вакансия #москва",2019-10-11 12:01:05+00:00,1384.0,None,None
1208,"​​🤟😎 Attention! У нас классная новость для вас 🔥

Нам очень нравится конференция Матемаркетинг, которую делает Алексей Никушин. Нам кажется, что это лучшее что есть на рынке в плане изучения актуальных трендов в маркетинговой аналитике. В этот раз там будет какое-то совершенно невероятное количество крутых тем и спикеров. Мы идем туда обязательно.

И мы договорились с Лешей о скидке по промокоду 😎
Промокод: «MM-NewHR-12», скидка = 12%

Сама конференция — 14–15 ноября, не пропустите!
Ключевые темы: алгоритмический маркетинг, a/b-тестирование, маркетинговая аналитика, маркетинг микро- и малого бизнеса, трек игровой аналитики и полностью зарубежная секция по user acquisition.

Сайт Матемаркетинга: https://is.gd/4fBqJT
Подробная программа: https://is.gd/2Gw8nc
Купить билет: https://is.gd/StRTvn

Приходите, увидимся! 🥰️",2019-10-11 10:01:04+00:00,1288.0,,
1207,"Product Analyst
в Нетологию — один из крупнейших онлайн-университетов по подготовке и дополнительному обучению специалистов в области интернет-маркетинга, управления проектами, дизайна, проектирования интерфейсов, веб-разработки и работе с данными.
Москва.
Описание вакансии https://is.gd/o9pct8
Рекомендует Денис Мартынцев, его пост https://is.gd/seZnvy
Откликаться на ya.naumova@netology.ru или в телеграм @yanaumova
#analyst #productanalyst #вакансия #москва",2019-10-11 08:30:25+00:00,1116.0,None,None
1205,"Системный аналитик-тестировщик
в «Лабораторию Знаний» — компания занимается прикладными исследованиями в области неинвазивных нейротехнологий и создает корпоративные решения на основе нейроинтерфейсов потребительского класса.
До 70К, Москва.
Описание вакансии https://is.gd/6S7OvX
#systemsanalyst #analyst #вакансия #москва",2019-10-10 14:01:03+00:00,1216.0,None,None
1204,"​​🎥 Запускаем сразу два подкаста для Data Scientists: про карьеру за рубежом и про задачи, которые data scientists решают в разных отраслях. Обсудим, например, такие вопросы:

• Как использовать данные для того, чтобы создавать лекарства?
• Как спрогнозировать будущий урожай ржи по космическим снимкам?
• Как анализировать физический процесс пивоварения?
• Как Data Scientist найти работу за рубежом и не облажаться?
• Новые востребованные профессии в Data Science?
• Чем отличаются задачи Data Scientists в разных компаниях: технологических, производстве, фарме?

Мы нашли для вас отличного спикера! Точнее, спикер сам нас нашел 🥰

Анна Костикова пришла к нам и предложила рассказать про свой опыт, а он у нее очень интересный! Аня занимает должность Director of Analytics and Translational Data Science в Novartis. В прошлом: Booking.com и Heineken. Доктор наук по Вычислительной биологии и биоинформатике университета Лозанны. Фаундер биотехнологического стартапа по диагностике в области рака — Asylia Diagnostics.

Тем для обсуждения оказалось так много, что мы решили разделить их на два подкаста:

22 октября в 19:00 приходите на подкаст про карьеру за рубежом. Билеты: https://is.gd/RDPmJb

А 29 октября в 19:00 будет подкаст про задачи дата сайентистов с примерами кейсов разных отраслей. Билеты: https://is.gd/x7qOSy

Выбирайте, какая тема вам интересна и приходите! Как обычно, в конце можно будет задавать любые вопросы спикеру.

Запись традиционно появится на сайте: podcast.new.hr
Ссылку на трансляцию ловите в почте после регистрации или заходите в наш секретный чатик (ссылка там же, на сайте).",2019-10-10 10:01:05+00:00,1288.0,,
